latitude,longitude
40.432671247897304,6.986578983946831
46.48250021730412,14.427848058544498
44.18593638901975,10.466578567238818
42.785914084068885,12.855419501325844
38.138195724645584,17.763067629290944
38.13794246353013,9.66629441853116
37.10987792776609,11.647709953338245
45.59484953063682,15.893279004079497
42.81170762330369,9.414217435546956
43.934762066858475,7.5468528908941535
36.716137190105925,10.163942870839346
46.68405344770094,8.583021833224254
45.240647728404426,18.035281123813647
38.7295606621219,16.539880668642326
38.40916215567456,14.390866205078208
38.425747353461055,17.318965259308925
39.69454355107514,16.48516654585911
42.009942532138496,8.89481172429824
41.03542269574221,17.578475681426724
39.55790597207944,13.233909575562503
42.92445539458498,16.53151390851797
37.96468553684644,17.621922989058966
39.56751880961979,10.511442742153925
40.346799354583766,7.953638671690424
41.28873483427888,9.403602499265883
44.744347594626646,11.85342580010295
38.59657471266278,16.661581620846665
41.89946160334292,17.186986174053025
42.72035297305145,6.685511205533645
36.987729333559976,12.882191821704058
42.879220944965105,11.73415533872998
38.29050329871656,9.331926068789981
37.18304172634544,8.074344018204298
46.463298141159996,10.752666608264622
46.63913634728287,18.197789358123984
44.98817215522284,10.575396063855289
39.69844457632039,12.981124647443401
37.52555719706703,15.247133194410686
43.68444677837765,11.072644109265315
41.12160118426581,18.552919617467815
37.781401465870175,18.438101727787966
41.69935755616834,9.696922238651979
36.86107947170979,12.71615662247634
46.04786422182721,10.300803210746267
39.21718980680018,10.103538080842851
43.45648398571681,7.053709452460753
39.77296629893881,14.097641307952731
41.96071422236702,12.782951985714995
42.24045793310444,7.233188640374869
38.440971783018036,10.02735151011032
46.68063859152787,17.77167039738984
44.6388946452917,9.54661125520376
46.364738886423986,8.382206926722043
45.89568717949031,12.620268951414024
42.7779497775164,18.723500585560387
46.17967946774273,9.577279839591455
37.42917127154516,14.867267233092305
38.557820055401024,15.967921268543225
36.97488653356065,9.522941791106515
39.915968473014274,15.557061087925872
40.58111154173956,11.123732532446814
39.349164833625906,14.377361716301026
45.201743846095255,14.392415442359004
40.245909930282686,13.190028614119528
39.4498123517175,7.710564171669222
42.19830887316161,16.874220695747624
37.979704362235005,10.54559479915235
44.92306829791742,8.894177677918206
37.2827817586376,7.101534241123596
46.86231283430543,13.867983201215374
44.6085700776149,14.934041650660072
38.58651465610881,6.80403029581263
36.55798222979782,12.898744617081155
45.06234499877576,9.385898034934636
43.92200211039998,14.535625322036232
44.15457526443036,8.744707076761394
44.59833864020243,15.09853417866033
37.27746884320795,11.35684475949661
40.26389014971486,18.121778861461834
37.71662512501386,8.291507612995716
45.562585971693736,10.79511611791818
43.04463033168936,7.995724311259245
39.97442926095282,17.97373150482632
37.16736267800325,17.391274046586066
39.76531437801445,9.772682020896413
39.914424881280844,14.7178037662204
44.16086487254967,16.651833062474953
43.19435344922974,13.428969982673387
45.81573379705143,13.114702113778879
41.458256714200466,9.574783178075556
37.75573958235217,7.74516404401256
43.98907026584145,17.63575382282592
44.488243010477426,17.67514210310896
42.39341057447971,14.387147924461194
44.59515538952289,10.770066429899018
41.684853761826105,10.895277767735728
41.988694708510934,15.529254850103943
40.98918069276477,17.634456197416696
36.766900830813,17.51116301846094
37.6328599834297,16.19246921404877
